table_name,Statistic,Year,Sex,Age.Group,value
alcohol,Persons who drink 1 to 3 times per month,2021,Male,75 years and over,7.5
alcohol,Persons who drink 1 to 3 times per month,2021,Female,All ages,18.2
alcohol,Persons who drink 1 to 3 times per month,2021,Female,15 - 19 years,26.5
alcohol,Persons who drink 1 to 3 times per month,2021,Female,20 - 24 years,41.1
alcohol,Persons who drink 1 to 3 times per month,2021,Female,25 - 29 years,24.1
alcohol,Persons who drink 1 to 3 times per month,2021,Female,30 - 34 years,22.3
alcohol,Persons who drink 1 to 3 times per month,2021,Female,35 - 39 years,16
alcohol,Persons who drink 1 to 3 times per month,2021,Female,40 - 44 years,17.4
alcohol,Persons who drink 1 to 3 times per month,2021,Female,45 - 49 years,16.7
alcohol,Persons who drink 1 to 3 times per month,2021,Female,50 - 54 years,11.3
alcohol,Persons who drink 1 to 3 times per month,2021,Female,55 - 59 years,12.3
alcohol,Persons who drink 1 to 3 times per month,2021,Female,60 - 64 years,9.7
alcohol,Persons who drink 1 to 3 times per month,2021,Female,65 - 69 years,9.9
alcohol,Persons who drink 1 to 3 times per month,2021,Female,70 - 74 years,14.1
alcohol,Persons who drink 1 to 3 times per month,2021,Female,75 years and over,9.4
alcohol,Persons who drink 1 to 3 times per month,2022,Both sexes,All ages,20.1
alcohol,Persons who drink 1 to 3 times per month,2022,Both sexes,15 - 19 years,27.4
alcohol,Persons who drink 1 to 3 times per month,2022,Both sexes,20 - 24 years,34
alcohol,Persons who drink 1 to 3 times per month,2022,Both sexes,25 - 29 years,25.5
alcohol,Persons who drink 1 to 3 times per month,2022,Both sexes,30 - 34 years,26.7
alcohol,Persons who drink 1 to 3 times per month,2022,Both sexes,35 - 39 years,20.6
alcohol,Persons who drink 1 to 3 times per month,2022,Both sexes,40 - 44 years,23.4
alcohol,Persons who drink 1 to 3 times per month,2022,Both sexes,45 - 49 years,18.5
alcohol,Persons who drink 1 to 3 times per month,2022,Both sexes,50 - 54 years,15.8
alcohol,Persons who drink 1 to 3 times per month,2022,Both sexes,55 - 59 years,14.6
alcohol,Persons who drink 1 to 3 times per month,2022,Both sexes,60 - 64 years,14
alcohol,Persons who drink 1 to 3 times per month,2022,Both sexes,65 - 69 years,11.9
alcohol,Persons who drink 1 to 3 times per month,2022,Both sexes,70 - 74 years,14.5
alcohol,Persons who drink 1 to 3 times per month,2022,Both sexes,75 years and over,6
alcohol,Persons who drink 1 to 3 times per month,2022,Male,All ages,18.8
alcohol,Persons who drink 1 to 3 times per month,2022,Male,15 - 19 years,29.9
alcohol,Persons who drink 1 to 3 times per month,2022,Male,20 - 24 years,30.2
alcohol,Persons who drink 1 to 3 times per month,2022,Male,25 - 29 years,23.4
alcohol,Persons who drink 1 to 3 times per month,2022,Male,30 - 34 years,25.1
alcohol,Persons who drink 1 to 3 times per month,2022,Male,35 - 39 years,17.6
alcohol,Persons who drink 1 to 3 times per month,2022,Male,40 - 44 years,21.4
alcohol,Persons who drink 1 to 3 times per month,2022,Male,45 - 49 years,15.6
alcohol,Persons who drink 1 to 3 times per month,2022,Male,50 - 54 years,12.7
alcohol,Persons who drink 1 to 3 times per month,2022,Male,55 - 59 years,18.7
alcohol,Persons who drink 1 to 3 times per month,2022,Male,60 - 64 years,13.4
alcohol,Persons who drink 1 to 3 times per month,2022,Male,65 - 69 years,7.7
alcohol,Persons who drink 1 to 3 times per month,2022,Male,70 - 74 years,15.8
alcohol,Persons who drink 1 to 3 times per month,2022,Male,75 years and over,5.9
alcohol,Persons who drink 1 to 3 times per month,2022,Female,All ages,21.4
alcohol,Persons who drink 1 to 3 times per month,2022,Female,15 - 19 years,24.6
alcohol,Persons who drink 1 to 3 times per month,2022,Female,20 - 24 years,37.7
alcohol,Persons who drink 1 to 3 times per month,2022,Female,25 - 29 years,27.8
alcohol,Persons who drink 1 to 3 times per month,2022,Female,30 - 34 years,28.3
alcohol,Persons who drink 1 to 3 times per month,2022,Female,35 - 39 years,23.1
alcohol,Persons who drink 1 to 3 times per month,2022,Female,40 - 44 years,25.6
alcohol,Persons who drink 1 to 3 times per month,2022,Female,45 - 49 years,21.1
alcohol,Persons who drink 1 to 3 times per month,2022,Female,50 - 54 years,19.2
alcohol,Persons who drink 1 to 3 times per month,2022,Female,55 - 59 years,10.3
alcohol,Persons who drink 1 to 3 times per month,2022,Female,60 - 64 years,14.6
alcohol,Persons who drink 1 to 3 times per month,2022,Female,65 - 69 years,16
alcohol,Persons who drink 1 to 3 times per month,2022,Female,70 - 74 years,13.6
alcohol,Persons who drink 1 to 3 times per month,2022,Female,75 years and over,6.1
alcohol,Persons who drink 1 to 3 times per month,2023,Both sexes,All ages,21.8
alcohol,Persons who drink 1 to 3 times per month,2023,Both sexes,15 - 19 years,35.3
alcohol,Persons who drink 1 to 3 times per month,2023,Both sexes,20 - 24 years,35.9
alcohol,Persons who drink 1 to 3 times per month,2023,Both sexes,25 - 29 years,35.7
alcohol,Persons who drink 1 to 3 times per month,2023,Both sexes,30 - 34 years,25.2
alcohol,Persons who drink 1 to 3 times per month,2023,Both sexes,35 - 39 years,24.8
alcohol,Persons who drink 1 to 3 times per month,2023,Both sexes,40 - 44 years,21.4
alcohol,Persons who drink 1 to 3 times per month,2023,Both sexes,45 - 49 years,20.9
alcohol,Persons who drink 1 to 3 times per month,2023,Both sexes,50 - 54 years,19.1
alcohol,Persons who drink 1 to 3 times per month,2023,Both sexes,55 - 59 years,17.4
alcohol,Persons who drink 1 to 3 times per month,2023,Both sexes,60 - 64 years,10.7
alcohol,Persons who drink 1 to 3 times per month,2023,Both sexes,65 - 69 years,9.6
alcohol,Persons who drink 1 to 3 times per month,2023,Both sexes,70 - 74 years,11.5
alcohol,Persons who drink 1 to 3 times per month,2023,Both sexes,75 years and over,8.9
alcohol,Persons who drink 1 to 3 times per month,2023,Male,All ages,21.8
alcohol,Persons who drink 1 to 3 times per month,2023,Male,15 - 19 years,28.9
alcohol,Persons who drink 1 to 3 times per month,2023,Male,20 - 24 years,36.6
alcohol,Persons who drink 1 to 3 times per month,2023,Male,25 - 29 years,36.3
alcohol,Persons who drink 1 to 3 times per month,2023,Male,30 - 34 years,25.6
alcohol,Persons who drink 1 to 3 times per month,2023,Male,35 - 39 years,26.2
alcohol,Persons who drink 1 to 3 times per month,2023,Male,40 - 44 years,22.5
alcohol,Persons who drink 1 to 3 times per month,2023,Male,45 - 49 years,20.2
alcohol,Persons who drink 1 to 3 times per month,2023,Male,50 - 54 years,20.5
alcohol,Persons who drink 1 to 3 times per month,2023,Male,55 - 59 years,13.7
alcohol,Persons who drink 1 to 3 times per month,2023,Male,60 - 64 years,10.5
alcohol,Persons who drink 1 to 3 times per month,2023,Male,65 - 69 years,8.7
alcohol,Persons who drink 1 to 3 times per month,2023,Male,70 - 74 years,12
alcohol,Persons who drink 1 to 3 times per month,2023,Male,75 years and over,9
alcohol,Persons who drink 1 to 3 times per month,2023,Female,All ages,21.7
alcohol,Persons who drink 1 to 3 times per month,2023,Female,15 - 19 years,42.2
alcohol,Persons who drink 1 to 3 times per month,2023,Female,20 - 24 years,34.9
alcohol,Persons who drink 1 to 3 times per month,2023,Female,25 - 29 years,35.1
alcohol,Persons who drink 1 to 3 times per month,2023,Female,30 - 34 years,24.9
alcohol,Persons who drink 1 to 3 times per month,2023,Female,35 - 39 years,23.6
alcohol,Persons who drink 1 to 3 times per month,2023,Female,40 - 44 years,20.3
alcohol,Persons who drink 1 to 3 times per month,2023,Female,45 - 49 years,21.5
alcohol,Persons who drink 1 to 3 times per month,2023,Female,50 - 54 years,17.6
alcohol,Persons who drink 1 to 3 times per month,2023,Female,55 - 59 years,21
alcohol,Persons who drink 1 to 3 times per month,2023,Female,60 - 64 years,10.8
alcohol,Persons who drink 1 to 3 times per month,2023,Female,65 - 69 years,10.4
alcohol,Persons who drink 1 to 3 times per month,2023,Female,70 - 74 years,11
alcohol,Persons who drink 1 to 3 times per month,2023,Female,75 years and over,8.8
alcohol,Persons who drink 1 to 3 times per month,2024,Both sexes,All ages,22.9
alcohol,Persons who drink 1 to 3 times per month,2024,Both sexes,15 - 19 years,32
alcohol,Persons who drink 1 to 3 times per month,2024,Both sexes,20 - 24 years,34
alcohol,Persons who drink 1 to 3 times per month,2024,Both sexes,25 - 29 years,32.6
alcohol,Persons who drink 1 to 3 times per month,2024,Both sexes,30 - 34 years,30.1
alcohol,Persons who drink 1 to 3 times per month,2024,Both sexes,35 - 39 years,29.3
alcohol,Persons who drink 1 to 3 times per month,2024,Both sexes,40 - 44 years,25
alcohol,Persons who drink 1 to 3 times per month,2024,Both sexes,45 - 49 years,22.2
alcohol,Persons who drink 1 to 3 times per month,2024,Both sexes,50 - 54 years,19.3
alcohol,Persons who drink 1 to 3 times per month,2024,Both sexes,55 - 59 years,17.3
alcohol,Persons who drink 1 to 3 times per month,2024,Both sexes,60 - 64 years,13
alcohol,Persons who drink 1 to 3 times per month,2024,Both sexes,65 - 69 years,11.7
alcohol,Persons who drink 1 to 3 times per month,2024,Both sexes,70 - 74 years,15.4
alcohol,Persons who drink 1 to 3 times per month,2024,Both sexes,75 years and over,7.6
alcohol,Persons who drink 1 to 3 times per month,2024,Male,All ages,22.8
alcohol,Persons who drink 1 to 3 times per month,2024,Male,15 - 19 years,36.7
alcohol,Persons who drink 1 to 3 times per month,2024,Male,20 - 24 years,30.9
alcohol,Persons who drink 1 to 3 times per month,2024,Male,25 - 29 years,34.5
alcohol,Persons who drink 1 to 3 times per month,2024,Male,30 - 34 years,32.1
alcohol,Persons who drink 1 to 3 times per month,2024,Male,35 - 39 years,30.8
alcohol,Persons who drink 1 to 3 times per month,2024,Male,40 - 44 years,24.8
alcohol,Persons who drink 1 to 3 times per month,2024,Male,45 - 49 years,21.9
alcohol,Persons who drink 1 to 3 times per month,2024,Male,50 - 54 years,18.2
alcohol,Persons who drink 1 to 3 times per month,2024,Male,55 - 59 years,15.4
alcohol,Persons who drink 1 to 3 times per month,2024,Male,60 - 64 years,11.2
alcohol,Persons who drink 1 to 3 times per month,2024,Male,65 - 69 years,11.6
alcohol,Persons who drink 1 to 3 times per month,2024,Male,70 - 74 years,14.2
alcohol,Persons who drink 1 to 3 times per month,2024,Male,75 years and over,7
alcohol,Persons who drink 1 to 3 times per month,2024,Female,All ages,23
alcohol,Persons who drink 1 to 3 times per month,2024,Female,15 - 19 years,26.2
alcohol,Persons who drink 1 to 3 times per month,2024,Female,20 - 24 years,37
alcohol,Persons who drink 1 to 3 times per month,2024,Female,25 - 29 years,31.1
alcohol,Persons who drink 1 to 3 times per month,2024,Female,30 - 34 years,28.4
alcohol,Persons who drink 1 to 3 times per month,2024,Female,35 - 39 years,27.8
alcohol,Persons who drink 1 to 3 times per month,2024,Female,40 - 44 years,25.2
alcohol,Persons who drink 1 to 3 times per month,2024,Female,45 - 49 years,22.5
alcohol,Persons who drink 1 to 3 times per month,2024,Female,50 - 54 years,20.5
alcohol,Persons who drink 1 to 3 times per month,2024,Female,55 - 59 years,19.1
alcohol,Persons who drink 1 to 3 times per month,2024,Female,60 - 64 years,14.9
alcohol,Persons who drink 1 to 3 times per month,2024,Female,65 - 69 years,11.8
alcohol,Persons who drink 1 to 3 times per month,2024,Female,70 - 74 years,16.6
alcohol,Persons who drink 1 to 3 times per month,2024,Female,75 years and over,8.2
alcohol,Persons who drink 1 to 3 times per month,2025,Both sexes,All ages,22.8
alcohol,Persons who drink 1 to 3 times per month,2025,Both sexes,15 - 19 years,32.5
alcohol,Persons who drink 1 to 3 times per month,2025,Both sexes,20 - 24 years,38.6
alcohol,Persons who drink 1 to 3 times per month,2025,Both sexes,25 - 29 years,32.8
alcohol,Persons who drink 1 to 3 times per month,2025,Both sexes,30 - 34 years,27.8
alcohol,Persons who drink 1 to 3 times per month,2025,Both sexes,35 - 39 years,26.1
alcohol,Persons who drink 1 to 3 times per month,2025,Both sexes,40 - 44 years,24.5
alcohol,Persons who drink 1 to 3 times per month,2025,Both sexes,45 - 49 years,22.1
alcohol,Persons who drink 1 to 3 times per month,2025,Both sexes,50 - 54 years,19.6
alcohol,Persons who drink 1 to 3 times per month,2025,Both sexes,55 - 59 years,16.2
alcohol,Persons who drink 1 to 3 times per month,2025,Both sexes,60 - 64 years,13.4
alcohol,Persons who drink 1 to 3 times per month,2025,Both sexes,65 - 69 years,14.3
alcohol,Persons who drink 1 to 3 times per month,2025,Both sexes,70 - 74 years,10.7
alcohol,Persons who drink 1 to 3 times per month,2025,Both sexes,75 years and over,9.1
alcohol,Persons who drink 1 to 3 times per month,2025,Male,All ages,22.1
alcohol,Persons who drink 1 to 3 times per month,2025,Male,15 - 19 years,32.3
alcohol,Persons who drink 1 to 3 times per month,2025,Male,20 - 24 years,32.5
alcohol,Persons who drink 1 to 3 times per month,2025,Male,25 - 29 years,33.5
alcohol,Persons who drink 1 to 3 times per month,2025,Male,30 - 34 years,29.2
alcohol,Persons who drink 1 to 3 times per month,2025,Male,35 - 39 years,30.3
alcohol,Persons who drink 1 to 3 times per month,2025,Male,40 - 44 years,25
alcohol,Persons who drink 1 to 3 times per month,2025,Male,45 - 49 years,20.6
alcohol,Persons who drink 1 to 3 times per month,2025,Male,50 - 54 years,18.1
alcohol,Persons who drink 1 to 3 times per month,2025,Male,55 - 59 years,13.2
alcohol,Persons who drink 1 to 3 times per month,2025,Male,60 - 64 years,10.9
alcohol,Persons who drink 1 to 3 times per month,2025,Male,65 - 69 years,11.8
alcohol,Persons who drink 1 to 3 times per month,2025,Male,70 - 74 years,5.6
alcohol,Persons who drink 1 to 3 times per month,2025,Male,75 years and over,11.8
alcohol,Persons who drink 1 to 3 times per month,2025,Female,All ages,23.5
alcohol,Persons who drink 1 to 3 times per month,2025,Female,15 - 19 years,33.1
alcohol,Persons who drink 1 to 3 times per month,2025,Female,20 - 24 years,45.2
alcohol,Persons who drink 1 to 3 times per month,2025,Female,25 - 29 years,32.1
alcohol,Persons who drink 1 to 3 times per month,2025,Female,30 - 34 years,26.6
alcohol,Persons who drink 1 to 3 times per month,2025,Female,35 - 39 years,22.1
alcohol,Persons who drink 1 to 3 times per month,2025,Female,40 - 44 years,24
alcohol,Persons who drink 1 to 3 times per month,2025,Female,45 - 49 years,23.8
alcohol,Persons who drink 1 to 3 times per month,2025,Female,50 - 54 years,20.9
alcohol,Persons who drink 1 to 3 times per month,2025,Female,55 - 59 years,18.9
alcohol,Persons who drink 1 to 3 times per month,2025,Female,60 - 64 years,15.9
alcohol,Persons who drink 1 to 3 times per month,2025,Female,65 - 69 years,16.3
alcohol,Persons who drink 1 to 3 times per month,2025,Female,70 - 74 years,15.1
alcohol,Persons who drink 1 to 3 times per month,2025,Female,75 years and over,6.5
alcohol,Persons who have not drank in a month or longer,2015,Both sexes,All ages,19.9
alcohol,Persons who have not drank in a month or longer,2015,Both sexes,15 - 19 years,13.4
alcohol,Persons who have not drank in a month or longer,2015,Both sexes,20 - 24 years,14
alcohol,Persons who have not drank in a month or longer,2015,Both sexes,25 - 29 years,17.3
alcohol,Persons who have not drank in a month or longer,2015,Both sexes,30 - 34 years,18.1
alcohol,Persons who have not drank in a month or longer,2015,Both sexes,35 - 39 years,22
alcohol,Persons who have not drank in a month or longer,2015,Both sexes,40 - 44 years,19
alcohol,Persons who have not drank in a month or longer,2015,Both sexes,45 - 49 years,20.6
alcohol,Persons who have not drank in a month or longer,2015,Both sexes,50 - 54 years,21.7
alcohol,Persons who have not drank in a month or longer,2015,Both sexes,55 - 59 years,21
alcohol,Persons who have not drank in a month or longer,2015,Both sexes,60 - 64 years,25.6
alcohol,Persons who have not drank in a month or longer,2015,Both sexes,65 - 69 years,22.1
alcohol,Persons who have not drank in a month or longer,2015,Both sexes,70 - 74 years,23.1
alcohol,Persons who have not drank in a month or longer,2015,Both sexes,75 years and over,24.4
alcohol,Persons who have not drank in a month or longer,2015,Male,All ages,16.9
alcohol,Persons who have not drank in a month or longer,2015,Male,15 - 19 years,13.5
alcohol,Persons who have not drank in a month or longer,2015,Male,20 - 24 years,12.1
alcohol,Persons who have not drank in a month or longer,2015,Male,25 - 29 years,17.6
alcohol,Persons who have not drank in a month or longer,2015,Male,30 - 34 years,13
alcohol,Persons who have not drank in a month or longer,2015,Male,35 - 39 years,18.7
alcohol,Persons who have not drank in a month or longer,2015,Male,40 - 44 years,15.5
alcohol,Persons who have not drank in a month or longer,2015,Male,45 - 49 years,18
alcohol,Persons who have not drank in a month or longer,2015,Male,50 - 54 years,17.6
alcohol,Persons who have not drank in a month or longer,2015,Male,55 - 59 years,13.2
alcohol,Persons who have not drank in a month or longer,2015,Male,60 - 64 years,20.8
alcohol,Persons who have not drank in a month or longer,2015,Male,65 - 69 years,18.4
alcohol,Persons who have not drank in a month or longer,2015,Male,70 - 74 years,22.6
alcohol,Persons who have not drank in a month or longer,2015,Male,75 years and over,23.8
alcohol,Persons who have not drank in a month or longer,2015,Female,All ages,22.8
alcohol,Persons who have not drank in a month or longer,2015,Female,15 - 19 years,13.4
alcohol,Persons who have not drank in a month or longer,2015,Female,20 - 24 years,16.3
alcohol,Persons who have not drank in a month or longer,2015,Female,25 - 29 years,17
alcohol,Persons who have not drank in a month or longer,2015,Female,30 - 34 years,22.1
alcohol,Persons who have not drank in a month or longer,2015,Female,35 - 39 years,25
alcohol,Persons who have not drank in a month or longer,2015,Female,40 - 44 years,22.6
alcohol,Persons who have not drank in a month or longer,2015,Female,45 - 49 years,23.3
alcohol,Persons who have not drank in a month or longer,2015,Female,50 - 54 years,25.4
alcohol,Persons who have not drank in a month or longer,2015,Female,55 - 59 years,28.5
alcohol,Persons who have not drank in a month or longer,2015,Female,60 - 64 years,30.6
alcohol,Persons who have not drank in a month or longer,2015,Female,65 - 69 years,25.7
alcohol,Persons who have not drank in a month or longer,2015,Female,70 - 74 years,23.6
alcohol,Persons who have not drank in a month or longer,2015,Female,75 years and over,24.7
alcohol,Persons who have not drank in a month or longer,2016,Both sexes,All ages,18.4
alcohol,Persons who have not drank in a month or longer,2016,Both sexes,15 - 19 years,16.9
alcohol,Persons who have not drank in a month or longer,2016,Both sexes,20 - 24 years,10.9
alcohol,Persons who have not drank in a month or longer,2016,Both sexes,25 - 29 years,15.8
alcohol,Persons who have not drank in a month or longer,2016,Both sexes,30 - 34 years,21
alcohol,Persons who have not drank in a month or longer,2016,Both sexes,35 - 39 years,18.3
alcohol,Persons who have not drank in a month or longer,2016,Both sexes,40 - 44 years,15.6
alcohol,Persons who have not drank in a month or longer,2016,Both sexes,45 - 49 years,20.4
alcohol,Persons who have not drank in a month or longer,2016,Both sexes,50 - 54 years,19
alcohol,Persons who have not drank in a month or longer,2016,Both sexes,55 - 59 years,20.4
alcohol,Persons who have not drank in a month or longer,2016,Both sexes,60 - 64 years,16.9
alcohol,Persons who have not drank in a month or longer,2016,Both sexes,65 - 69 years,22.3
alcohol,Persons who have not drank in a month or longer,2016,Both sexes,70 - 74 years,20.2
alcohol,Persons who have not drank in a month or longer,2016,Both sexes,75 years and over,22.1
alcohol,Persons who have not drank in a month or longer,2016,Male,All ages,16.5
alcohol,Persons who have not drank in a month or longer,2016,Male,15 - 19 years,19
alcohol,Persons who have not drank in a month or longer,2016,Male,20 - 24 years,11.7
alcohol,Persons who have not drank in a month or longer,2016,Male,25 - 29 years,14
alcohol,Persons who have not drank in a month or longer,2016,Male,30 - 34 years,16.3
alcohol,Persons who have not drank in a month or longer,2016,Male,35 - 39 years,12.9
alcohol,Persons who have not drank in a month or longer,2016,Male,40 - 44 years,12.2
alcohol,Persons who have not drank in a month or longer,2016,Male,45 - 49 years,21.3
alcohol,Persons who have not drank in a month or longer,2016,Male,50 - 54 years,18.5
alcohol,Persons who have not drank in a month or longer,2016,Male,55 - 59 years,15.8
alcohol,Persons who have not drank in a month or longer,2016,Male,60 - 64 years,16.5
alcohol,Persons who have not drank in a month or longer,2016,Male,65 - 69 years,16.8
alcohol,Persons who have not drank in a month or longer,2016,Male,70 - 74 years,21.8
alcohol,Persons who have not drank in a month or longer,2016,Male,75 years and over,20.7
alcohol,Persons who have not drank in a month or longer,2016,Female,All ages,20.2
alcohol,Persons who have not drank in a month or longer,2016,Female,15 - 19 years,14.5
alcohol,Persons who have not drank in a month or longer,2016,Female,20 - 24 years,10.1
alcohol,Persons who have not drank in a month or longer,2016,Female,25 - 29 years,17.6
alcohol,Persons who have not drank in a month or longer,2016,Female,30 - 34 years,25
alcohol,Persons who have not drank in a month or longer,2016,Female,35 - 39 years,23.8
alcohol,Persons who have not drank in a month or longer,2016,Female,40 - 44 years,18.6
alcohol,Persons who have not drank in a month or longer,2016,Female,45 - 49 years,19.5
alcohol,Persons who have not drank in a month or longer,2016,Female,50 - 54 years,19.5
alcohol,Persons who have not drank in a month or longer,2016,Female,55 - 59 years,24.4
alcohol,Persons who have not drank in a month or longer,2016,Female,60 - 64 years,17.4
alcohol,Persons who have not drank in a month or longer,2016,Female,65 - 69 years,27.2
alcohol,Persons who have not drank in a month or longer,2016,Female,70 - 74 years,18.5
alcohol,Persons who have not drank in a month or longer,2016,Female,75 years and over,23.1
alcohol,Persons who have not drank in a month or longer,2017,Both sexes,All ages,18.9
alcohol,Persons who have not drank in a month or longer,2017,Both sexes,15 - 19 years,16.8
alcohol,Persons who have not drank in a month or longer,2017,Both sexes,20 - 24 years,12.5
alcohol,Persons who have not drank in a month or longer,2017,Both sexes,25 - 29 years,17
alcohol,Persons who have not drank in a month or longer,2017,Both sexes,30 - 34 years,22.2
alcohol,Persons who have not drank in a month or longer,2017,Both sexes,35 - 39 years,18.6
alcohol,Persons who have not drank in a month or longer,2017,Both sexes,40 - 44 years,18.4
alcohol,Persons who have not drank in a month or longer,2017,Both sexes,45 - 49 years,17.5
alcohol,Persons who have not drank in a month or longer,2017,Both sexes,50 - 54 years,19.2
alcohol,Persons who have not drank in a month or longer,2017,Both sexes,55 - 59 years,18.9
alcohol,Persons who have not drank in a month or longer,2017,Both sexes,60 - 64 years,19.9
alcohol,Persons who have not drank in a month or longer,2017,Both sexes,65 - 69 years,23.9
alcohol,Persons who have not drank in a month or longer,2017,Both sexes,70 - 74 years,19.6
alcohol,Persons who have not drank in a month or longer,2017,Both sexes,75 years and over,22.4
alcohol,Persons who have not drank in a month or longer,2017,Male,All ages,16
alcohol,Persons who have not drank in a month or longer,2017,Male,15 - 19 years,14.8
alcohol,Persons who have not drank in a month or longer,2017,Male,20 - 24 years,11.5
alcohol,Persons who have not drank in a month or longer,2017,Male,25 - 29 years,12.3
alcohol,Persons who have not drank in a month or longer,2017,Male,30 - 34 years,21.3
alcohol,Persons who have not drank in a month or longer,2017,Male,35 - 39 years,13
alcohol,Persons who have not drank in a month or longer,2017,Male,40 - 44 years,14.7
alcohol,Persons who have not drank in a month or longer,2017,Male,45 - 49 years,15.5
alcohol,Persons who have not drank in a month or longer,2017,Male,50 - 54 years,15.4
alcohol,Persons who have not drank in a month or longer,2017,Male,55 - 59 years,14.1
alcohol,Persons who have not drank in a month or longer,2017,Male,60 - 64 years,15
alcohol,Persons who have not drank in a month or longer,2017,Male,65 - 69 years,22.9
alcohol,Persons who have not drank in a month or longer,2017,Male,70 - 74 years,22.2
alcohol,Persons who have not drank in a month or longer,2017,Male,75 years and over,20.6
alcohol,Persons who have not drank in a month or longer,2017,Female,All ages,21.7
alcohol,Persons who have not drank in a month or longer,2017,Female,15 - 19 years,19
alcohol,Persons who have not drank in a month or longer,2017,Female,20 - 24 years,13.4
alcohol,Persons who have not drank in a month or longer,2017,Female,25 - 29 years,22.6
alcohol,Persons who have not drank in a month or longer,2017,Female,30 - 34 years,22.8
alcohol,Persons who have not drank in a month or longer,2017,Female,35 - 39 years,23.9
alcohol,Persons who have not drank in a month or longer,2017,Female,40 - 44 years,22.2
alcohol,Persons who have not drank in a month or longer,2017,Female,45 - 49 years,19.6
alcohol,Persons who have not drank in a month or longer,2017,Female,50 - 54 years,22.7
alcohol,Persons who have not drank in a month or longer,2017,Female,55 - 59 years,23.2
alcohol,Persons who have not drank in a month or longer,2017,Female,60 - 64 years,25.1
alcohol,Persons who have not drank in a month or longer,2017,Female,65 - 69 years,24.6
alcohol,Persons who have not drank in a month or longer,2017,Female,70 - 74 years,17.1
alcohol,Persons who have not drank in a month or longer,2017,Female,75 years and over,23.8
alcohol,Persons who have not drank in a month or longer,2018,Both sexes,All ages,17.4
alcohol,Persons who have not drank in a month or longer,2018,Both sexes,15 - 19 years,13
alcohol,Persons who have not drank in a month or longer,2018,Both sexes,20 - 24 years,9.6
alcohol,Persons who have not drank in a month or longer,2018,Both sexes,25 - 29 years,15.8
alcohol,Persons who have not drank in a month or longer,2018,Both sexes,30 - 34 years,18.1
alcohol,Persons who have not drank in a month or longer,2018,Both sexes,35 - 39 years,20.3
alcohol,Persons who have not drank in a month or longer,2018,Both sexes,40 - 44 years,17.5
alcohol,Persons who have not drank in a month or longer,2018,Both sexes,45 - 49 years,15.4
alcohol,Persons who have not drank in a month or longer,2018,Both sexes,50 - 54 years,14.1
alcohol,Persons who have not drank in a month or longer,2018,Both sexes,55 - 59 years,15
alcohol,Persons who have not drank in a month or longer,2018,Both sexes,60 - 64 years,21.2
alcohol,Persons who have not drank in a month or longer,2018,Both sexes,65 - 69 years,22.7
alcohol,Persons who have not drank in a month or longer,2018,Both sexes,70 - 74 years,19.9
alcohol,Persons who have not drank in a month or longer,2018,Both sexes,75 years and over,26.1
alcohol,Persons who have not drank in a month or longer,2018,Male,All ages,14.3
alcohol,Persons who have not drank in a month or longer,2018,Male,15 - 19 years,12.4
alcohol,Persons who have not drank in a month or longer,2018,Male,20 - 24 years,8.2
alcohol,Persons who have not drank in a month or longer,2018,Male,25 - 29 years,13.4
alcohol,Persons who have not drank in a month or longer,2018,Male,30 - 34 years,11.1
alcohol,Persons who have not drank in a month or longer,2018,Male,35 - 39 years,14.8
alcohol,Persons who have not drank in a month or longer,2018,Male,40 - 44 years,13.2
alcohol,Persons who have not drank in a month or longer,2018,Male,45 - 49 years,13.3
alcohol,Persons who have not drank in a month or longer,2018,Male,50 - 54 years,12.6
alcohol,Persons who have not drank in a month or longer,2018,Male,55 - 59 years,14.4
alcohol,Persons who have not drank in a month or longer,2018,Male,60 - 64 years,18.6
alcohol,Persons who have not drank in a month or longer,2018,Male,65 - 69 years,17.3
alcohol,Persons who have not drank in a month or longer,2018,Male,70 - 74 years,14.4
alcohol,Persons who have not drank in a month or longer,2018,Male,75 years and over,25.8
alcohol,Persons who have not drank in a month or longer,2018,Female,All ages,20.4
alcohol,Persons who have not drank in a month or longer,2018,Female,15 - 19 years,13.7
alcohol,Persons who have not drank in a month or longer,2018,Female,20 - 24 years,11.2
alcohol,Persons who have not drank in a month or longer,2018,Female,25 - 29 years,18.2
alcohol,Persons who have not drank in a month or longer,2018,Female,30 - 34 years,24.3
alcohol,Persons who have not drank in a month or longer,2018,Female,35 - 39 years,25.6
alcohol,Persons who have not drank in a month or longer,2018,Female,40 - 44 years,21.5
alcohol,Persons who have not drank in a month or longer,2018,Female,45 - 49 years,17.3
alcohol,Persons who have not drank in a month or longer,2018,Female,50 - 54 years,15.6
alcohol,Persons who have not drank in a month or longer,2018,Female,55 - 59 years,15.5
alcohol,Persons who have not drank in a month or longer,2018,Female,60 - 64 years,23.6
alcohol,Persons who have not drank in a month or longer,2018,Female,65 - 69 years,27.6
alcohol,Persons who have not drank in a month or longer,2018,Female,70 - 74 years,24.6
alcohol,Persons who have not drank in a month or longer,2018,Female,75 years and over,26.4
alcohol,Persons who have not drank in a month or longer,2021,Both sexes,All ages,23.4
alcohol,Persons who have not drank in a month or longer,2021,Both sexes,15 - 19 years,20.2
alcohol,Persons who have not drank in a month or longer,2021,Both sexes,20 - 24 years,18.5
alcohol,Persons who have not drank in a month or longer,2021,Both sexes,25 - 29 years,21.3
